"","local_authority","phase_type","affordability","number_developments","rurality","housing_type","himidlow","number_beds","pupil_yield"
"3810","LA04","SS","market.housing","Total","Total","Total","Total","2.bed",0.0952
"3811","LA04","SS","market.housing","Total","Total","Total","Total","3.bed",0.2222
"3812","LA04","SS","market.housing","Total","Total","Total","Total","4..bed",0.2727
"3813","LA04","SS","affordable.housing","Total","Total","Total","Total","1.bed",0.0345
"3814","LA04","SS","affordable.housing","Total","Total","Total","Total","2.bed",0.0704
"3815","LA04","SS","affordable.housing","Total","Total","Total","Total","3.bed",0.52
"3816","LA04","SS","affordable.housing","Total","Total","Total","Total","4..bed",0
"3817","LA05","All Phases","market.housing","Total","Total","Total","Total","1.bed",0
"3818","LA05","All Phases","market.housing","Total","Total","Total","Total","2.bed",0
"3819","LA05","All Phases","market.housing","Total","Total","Total","Total","3.bed",2
"3820","LA05","All Phases","market.housing","Total","Total","Total","Total","4..bed",0
"3821","LA05","All Phases","affordable.housing","Total","Total","Total","Total","1.bed",0.2449
"3822","LA05","All Phases","affordable.housing","Total","Total","Total","Total","2.bed",0.8333
"3823","LA05","All Phases","affordable.housing","Total","Total","Total","Total","3.bed",2.5806
"3824","LA05","All Phases","affordable.housing","Total","Total","Total","Total","4..bed",3.6
"3825","LA05","AP","market.housing","Total","Total","Total","Total","1.bed",0
"3826","LA05","AP","market.housing","Total","Total","Total","Total","2.bed",0
"3827","LA05","AP","market.housing","Total","Total","Total","Total","3.bed",0
"3828","LA05","AP","market.housing","Total","Total","Total","Total","4..bed",0
"3829","LA05","AP","affordable.housing","Total","Total","Total","Total","1.bed",0
"3830","LA05","AP","affordable.housing","Total","Total","Total","Total","2.bed",0
"3831","LA05","AP","affordable.housing","Total","Total","Total","Total","3.bed",0
"3832","LA05","AP","affordable.housing","Total","Total","Total","Total","4..bed",0.0667
"3833","LA05","EY","market.housing","Total","Total","Total","Total","1.bed",0
"3834","LA05","EY","market.housing","Total","Total","Total","Total","2.bed",0
"3835","LA05","EY","market.housing","Total","Total","Total","Total","3.bed",0.375
"3836","LA05","EY","market.housing","Total","Total","Total","Total","4..bed",0
"3837","LA05","EY","affordable.housing","Total","Total","Total","Total","1.bed",0.102
"3838","LA05","EY","affordable.housing","Total","Total","Total","Total","2.bed",0.4259
"3839","LA05","EY","affordable.housing","Total","Total","Total","Total","3.bed",0.7097
"3840","LA05","EY","affordable.housing","Total","Total","Total","Total","4..bed",0.8667
"3841","LA05","FE","market.housing","Total","Total","Total","Total","1.bed",0
"3842","LA05","FE","market.housing","Total","Total","Total","Total","2.bed",0
"3843","LA05","FE","market.housing","Total","Total","Total","Total","3.bed",0.375
"3844","LA05","FE","market.housing","Total","Total","Total","Total","4..bed",0
"3845","LA05","FE","affordable.housing","Total","Total","Total","Total","1.bed",0.0612
"3846","LA05","FE","affordable.housing","Total","Total","Total","Total","2.bed",0.0926
"3847","LA05","FE","affordable.housing","Total","Total","Total","Total","3.bed",0.2258
"3848","LA05","FE","affordable.housing","Total","Total","Total","Total","4..bed",0.4667
"3849","LA05","MAINSTREAM","market.housing","Total","Total","Total","Total","1.bed",0
"3850","LA05","MAINSTREAM","market.housing","Total","Total","Total","Total","2.bed",0
"3851","LA05","MAINSTREAM","market.housing","Total","Total","Total","Total","3.bed",2
"3852","LA05","MAINSTREAM","market.housing","Total","Total","Total","Total","4..bed",0
"3853","LA05","MAINSTREAM","affordable.housing","Total","Total","Total","Total","1.bed",0.2449
"3854","LA05","MAINSTREAM","affordable.housing","Total","Total","Total","Total","2.bed",0.8148
"3855","LA05","MAINSTREAM","affordable.housing","Total","Total","Total","Total","3.bed",2.5484
"3856","LA05","MAINSTREAM","affordable.housing","Total","Total","Total","Total","4..bed",3.4667
"3857","LA05","PRU","market.housing","Total","Total","Total","Total","1.bed",0
"3858","LA05","PRU","market.housing","Total","Total","Total","Total","2.bed",0
"3859","LA05","PRU","market.housing","Total","Total","Total","Total","3.bed",0
"3860","LA05","PRU","market.housing","Total","Total","Total","Total","4..bed",0
"3861","LA05","PRU","affordable.housing","Total","Total","Total","Total","1.bed",0
"3862","LA05","PRU","affordable.housing","Total","Total","Total","Total","2.bed",0
"3863","LA05","PRU","affordable.housing","Total","Total","Total","Total","3.bed",0
"3864","LA05","PRU","affordable.housing","Total","Total","Total","Total","4..bed",0.0667
"3865","LA05","PS","market.housing","Total","Total","Total","Total","1.bed",0
"3866","LA05","PS","market.housing","Total","Total","Total","Total","2.bed",0
"3867","LA05","PS","market.housing","Total","Total","Total","Total","3.bed",0.625
"3868","LA05","PS","market.housing","Total","Total","Total","Total","4..bed",0
"3869","LA05","PS","affordable.housing","Total","Total","Total","Total","1.bed",0.0204
"3870","LA05","PS","affordable.housing","Total","Total","Total","Total","2.bed",0.2593
"3871","LA05","PS","affordable.housing","Total","Total","Total","Total","3.bed",1.1613
"3872","LA05","PS","affordable.housing","Total","Total","Total","Total","4..bed",1.6667
"3873","LA05","SEN","market.housing","Total","Total","Total","Total","1.bed",0
"3874","LA05","SEN","market.housing","Total","Total","Total","Total","2.bed",0
"3875","LA05","SEN","market.housing","Total","Total","Total","Total","3.bed",0
"3876","LA05","SEN","market.housing","Total","Total","Total","Total","4..bed",0
"3877","LA05","SEN","affordable.housing","Total","Total","Total","Total","1.bed",0
"3878","LA05","SEN","affordable.housing","Total","Total","Total","Total","2.bed",0.0185
"3879","LA05","SEN","affordable.housing","Total","Total","Total","Total","3.bed",0.0323
"3880","LA05","SEN","affordable.housing","Total","Total","Total","Total","4..bed",0.1333
"3881","LA05","SS","market.housing","Total","Total","Total","Total","1.bed",0
"3882","LA05","SS","market.housing","Total","Total","Total","Total","2.bed",0
"3883","LA05","SS","market.housing","Total","Total","Total","Total","3.bed",0.625
"3884","LA05","SS","market.housing","Total","Total","Total","Total","4..bed",0
"3885","LA05","SS","affordable.housing","Total","Total","Total","Total","1.bed",0.0612
"3886","LA05","SS","affordable.housing","Total","Total","Total","Total","2.bed",0.0556
"3887","LA05","SS","affordable.housing","Total","Total","Total","Total","3.bed",0.4839
"3888","LA05","SS","affordable.housing","Total","Total","Total","Total","4..bed",0.4667
"3889","LA06","All Phases","market.housing","Total","Total","Total","Total","1.bed",0.4131
"3890","LA06","All Phases","market.housing","Total","Total","Total","Total","2.bed",0.5423
"3891","LA06","All Phases","market.housing","Total","Total","Total","Total","3.bed",0.9191
"3892","LA06","All Phases","market.housing","Total","Total","Total","Total","4..bed",1.312
"3893","LA06","All Phases","affordable.housing","Total","Total","Total","Total","1.bed",1.0226
"3894","LA06","All Phases","affordable.housing","Total","Total","Total","Total","2.bed",1.3204
"3895","LA06","All Phases","affordable.housing","Total","Total","Total","Total","3.bed",2.5882
"3896","LA06","All Phases","affordable.housing","Total","Total","Total","Total","4..bed",3.1111
"3897","LA06","AP","market.housing","Total","Total","Total","Total","1.bed",0
"3898","LA06","AP","market.housing","Total","Total","Total","Total","2.bed",0
"3899","LA06","AP","market.housing","Total","Total","Total","Total","3.bed",0
"3900","LA06","AP","market.housing","Total","Total","Total","Total","4..bed",0.0027
"3901","LA06","AP","affordable.housing","Total","Total","Total","Total","1.bed",0.0035
"3902","LA06","AP","affordable.housing","Total","Total","Total","Total","2.bed",0.0018
"3903","LA06","AP","affordable.housing","Total","Total","Total","Total","3.bed",0.0031
"3904","LA06","AP","affordable.housing","Total","Total","Total","Total","4..bed",0.037
"3905","LA06","EY","market.housing","Total","Total","Total","Total","1.bed",0.1784
"3906","LA06","EY","market.housing","Total","Total","Total","Total","2.bed",0.2625
"3907","LA06","EY","market.housing","Total","Total","Total","Total","3.bed",0.4122
"3908","LA06","EY","market.housing","Total","Total","Total","Total","4..bed",0.5413
"3909","LA06","EY","affordable.housing","Total","Total","Total","Total","1.bed",0.4512
"3910","LA06","EY","affordable.housing","Total","Total","Total","Total","2.bed",0.6814
"3911","LA06","EY","affordable.housing","Total","Total","Total","Total","3.bed",0.8266
"3912","LA06","EY","affordable.housing","Total","Total","Total","Total","4..bed",0.8519
"3913","LA06","FE","market.housing","Total","Total","Total","Total","1.bed",0.0391
"3914","LA06","FE","market.housing","Total","Total","Total","Total","2.bed",0.0521
"3915","LA06","FE","market.housing","Total","Total","Total","Total","3.bed",0.069
"3916","LA06","FE","market.housing","Total","Total","Total","Total","4..bed",0.1413
"3917","LA06","FE","affordable.housing","Total","Total","Total","Total","1.bed",0.1411
"3918","LA06","FE","affordable.housing","Total","Total","Total","Total","2.bed",0.0761
"3919","LA06","FE","affordable.housing","Total","Total","Total","Total","3.bed",0.195
"3920","LA06","FE","affordable.housing","Total","Total","Total","Total","4..bed",0.3148
"3921","LA06","MAINSTREAM","market.housing","Total","Total","Total","Total","1.bed",0.41
"3922","LA06","MAINSTREAM","market.housing","Total","Total","Total","Total","2.bed",0.5423
"3923","LA06","MAINSTREAM","market.housing","Total","Total","Total","Total","3.bed",0.9093
"3924","LA06","MAINSTREAM","market.housing","Total","Total","Total","Total","4..bed",1.296
"3925","LA06","MAINSTREAM","affordable.housing","Total","Total","Total","Total","1.bed",1.0052
"3926","LA06","MAINSTREAM","affordable.housing","Total","Total","Total","Total","2.bed",1.2903
"3927","LA06","MAINSTREAM","affordable.housing","Total","Total","Total","Total","3.bed",2.5015
"3928","LA06","MAINSTREAM","affordable.housing","Total","Total","Total","Total","4..bed",3.037
"3929","LA06","PRU","market.housing","Total","Total","Total","Total","1.bed",0
"3930","LA06","PRU","market.housing","Total","Total","Total","Total","2.bed",0
"3931","LA06","PRU","market.housing","Total","Total","Total","Total","3.bed",0
"3932","LA06","PRU","market.housing","Total","Total","Total","Total","4..bed",0
"3933","LA06","PRU","affordable.housing","Total","Total","Total","Total","1.bed",0.0035
"3934","LA06","PRU","affordable.housing","Total","Total","Total","Total","2.bed",0.0035
"3935","LA06","PRU","affordable.housing","Total","Total","Total","Total","3.bed",0.0093
"3936","LA06","PRU","affordable.housing","Total","Total","Total","Total","4..bed",0.0185
"3937","LA06","PS","market.housing","Total","Total","Total","Total","1.bed",0.1283
"3938","LA06","PS","market.housing","Total","Total","Total","Total","2.bed",0.154
"3939","LA06","PS","market.housing","Total","Total","Total","Total","3.bed",0.2959
"3940","LA06","PS","market.housing","Total","Total","Total","Total","4..bed",0.4213
"3941","LA06","PS","affordable.housing","Total","Total","Total","Total","1.bed",0.3118
"3942","LA06","PS","affordable.housing","Total","Total","Total","Total","2.bed",0.4018
"3943","LA06","PS","affordable.housing","Total","Total","Total","Total","3.bed",1.0898
"3944","LA06","PS","affordable.housing","Total","Total","Total","Total","4..bed",1.3333
"3945","LA06","SEN","market.housing","Total","Total","Total","Total","1.bed",0.0031
"3946","LA06","SEN","market.housing","Total","Total","Total","Total","2.bed",0
"3947","LA06","SEN","market.housing","Total","Total","Total","Total","3.bed",0.0099
"3948","LA06","SEN","market.housing","Total","Total","Total","Total","4..bed",0.016
"3949","LA06","SEN","affordable.housing","Total","Total","Total","Total","1.bed",0.0174
"3950","LA06","SEN","affordable.housing","Total","Total","Total","Total","2.bed",0.0301
"3951","LA06","SEN","affordable.housing","Total","Total","Total","Total","3.bed",0.0867
"3952","LA06","SEN","affordable.housing","Total","Total","Total","Total","4..bed",0.0741
"3953","LA06","SS","market.housing","Total","Total","Total","Total","1.bed",0.0673
"3954","LA06","SS","market.housing","Total","Total","Total","Total","2.bed",0.0738
"3955","LA06","SS","market.housing","Total","Total","Total","Total","3.bed",0.14
"3956","LA06","SS","market.housing","Total","Total","Total","Total","4..bed",0.2053
"3957","LA06","SS","affordable.housing","Total","Total","Total","Total","1.bed",0.1098
"3958","LA06","SS","affordable.housing","Total","Total","Total","Total","2.bed",0.1558
"3959","LA06","SS","affordable.housing","Total","Total","Total","Total","3.bed",0.4644
"3960","LA06","SS","affordable.housing","Total","Total","Total","Total","4..bed",0.5556
"3961","LA07","All Phases","market.housing","Total","Total","Total","Total","1.bed",0.1667
"3962","LA07","All Phases","market.housing","Total","Total","Total","Total","2.bed",0.7083
"3963","LA07","All Phases","market.housing","Total","Total","Total","Total","3.bed",0.6667
"3964","LA07","All Phases","market.housing","Total","Total","Total","Total","4..bed",1
"3965","LA07","All Phases","affordable.housing","Total","Total","Total","Total","1.bed",1.2857
"3966","LA07","All Phases","affordable.housing","Total","Total","Total","Total","2.bed",1.6667
"3967","LA07","All Phases","affordable.housing","Total","Total","Total","Total","3.bed",3
"3968","LA07","All Phases","affordable.housing","Total","Total","Total","Total","4..bed",0
"3969","LA07","AP","market.housing","Total","Total","Total","Total","1.bed",0
"3970","LA07","AP","market.housing","Total","Total","Total","Total","2.bed",0
"3971","LA07","AP","market.housing","Total","Total","Total","Total","3.bed",0
"3972","LA07","AP","market.housing","Total","Total","Total","Total","4..bed",0
"3973","LA07","AP","affordable.housing","Total","Total","Total","Total","1.bed",0
"3974","LA07","AP","affordable.housing","Total","Total","Total","Total","2.bed",0
"3975","LA07","AP","affordable.housing","Total","Total","Total","Total","3.bed",0
"3976","LA07","AP","affordable.housing","Total","Total","Total","Total","4..bed",0
"3977","LA07","EY","market.housing","Total","Total","Total","Total","1.bed",0.119
"3978","LA07","EY","market.housing","Total","Total","Total","Total","2.bed",0.2083
"3979","LA07","EY","market.housing","Total","Total","Total","Total","3.bed",0.2667
"3980","LA07","EY","market.housing","Total","Total","Total","Total","4..bed",0.1818
"3981","LA07","EY","affordable.housing","Total","Total","Total","Total","1.bed",0.7143
"3982","LA07","EY","affordable.housing","Total","Total","Total","Total","2.bed",0.7778
"3983","LA07","EY","affordable.housing","Total","Total","Total","Total","3.bed",1
"3984","LA07","EY","affordable.housing","Total","Total","Total","Total","4..bed",0
"3985","LA07","FE","market.housing","Total","Total","Total","Total","1.bed",0.0238
"3986","LA07","FE","market.housing","Total","Total","Total","Total","2.bed",0.125
"3987","LA07","FE","market.housing","Total","Total","Total","Total","3.bed",0
"3988","LA07","FE","market.housing","Total","Total","Total","Total","4..bed",0.2727
"3989","LA07","FE","affordable.housing","Total","Total","Total","Total","1.bed",0.4286
"3990","LA07","FE","affordable.housing","Total","Total","Total","Total","2.bed",0.2222
"3991","LA07","FE","affordable.housing","Total","Total","Total","Total","3.bed",0.3333
"3992","LA07","FE","affordable.housing","Total","Total","Total","Total","4..bed",0
"3993","LA07","MAINSTREAM","market.housing","Total","Total","Total","Total","1.bed",0.1667
"3994","LA07","MAINSTREAM","market.housing","Total","Total","Total","Total","2.bed",0.7083
"3995","LA07","MAINSTREAM","market.housing","Total","Total","Total","Total","3.bed",0.6667
"3996","LA07","MAINSTREAM","market.housing","Total","Total","Total","Total","4..bed",1
"3997","LA07","MAINSTREAM","affordable.housing","Total","Total","Total","Total","1.bed",1.2857
"3998","LA07","MAINSTREAM","affordable.housing","Total","Total","Total","Total","2.bed",1.5556
"3999","LA07","MAINSTREAM","affordable.housing","Total","Total","Total","Total","3.bed",2.6667
"4000","LA07","MAINSTREAM","affordable.housing","Total","Total","Total","Total","4..bed",0
"4001","LA07","PRU","market.housing","Total","Total","Total","Total","1.bed",0
"4002","LA07","PRU","market.housing","Total","Total","Total","Total","2.bed",0
"4003","LA07","PRU","market.housing","Total","Total","Total","Total","3.bed",0
"4004","LA07","PRU","market.housing","Total","Total","Total","Total","4..bed",0
"4005","LA07","PRU","affordable.housing","Total","Total","Total","Total","1.bed",0
"4006","LA07","PRU","affordable.housing","Total","Total","Total","Total","2.bed",0
"4007","LA07","PRU","affordable.housing","Total","Total","Total","Total","3.bed",0
"4008","LA07","PRU","affordable.housing","Total","Total","Total","Total","4..bed",0
"4009","LA07","PS","market.housing","Total","Total","Total","Total","1.bed",0
"4010","LA07","PS","market.housing","Total","Total","Total","Total","2.bed",0.2083
"4011","LA07","PS","market.housing","Total","Total","Total","Total","3.bed",0.3333
"4012","LA07","PS","market.housing","Total","Total","Total","Total","4..bed",0.1818
"4013","LA07","PS","affordable.housing","Total","Total","Total","Total","1.bed",0.1429
"4014","LA07","PS","affordable.housing","Total","Total","Total","Total","2.bed",0.2222
"4015","LA07","PS","affordable.housing","Total","Total","Total","Total","3.bed",1
"4016","LA07","PS","affordable.housing","Total","Total","Total","Total","4..bed",0
"4017","LA07","SEN","market.housing","Total","Total","Total","Total","1.bed",0
"4018","LA07","SEN","market.housing","Total","Total","Total","Total","2.bed",0
"4019","LA07","SEN","market.housing","Total","Total","Total","Total","3.bed",0
"4020","LA07","SEN","market.housing","Total","Total","Total","Total","4..bed",0
"4021","LA07","SEN","affordable.housing","Total","Total","Total","Total","1.bed",0
"4022","LA07","SEN","affordable.housing","Total","Total","Total","Total","2.bed",0.1111
"4023","LA07","SEN","affordable.housing","Total","Total","Total","Total","3.bed",0.3333
"4024","LA07","SEN","affordable.housing","Total","Total","Total","Total","4..bed",0
"4025","LA07","SS","market.housing","Total","Total","Total","Total","1.bed",0.0238
"4026","LA07","SS","market.housing","Total","Total","Total","Total","2.bed",0.1667
"4027","LA07","SS","market.housing","Total","Total","Total","Total","3.bed",0.0667
"4028","LA07","SS","market.housing","Total","Total","Total","Total","4..bed",0.3636
"4029","LA07","SS","affordable.housing","Total","Total","Total","Total","1.bed",0
"4030","LA07","SS","affordable.housing","Total","Total","Total","Total","2.bed",0.4444
"4031","LA07","SS","affordable.housing","Total","Total","Total","Total","3.bed",0.6667
"4032","LA07","SS","affordable.housing","Total","Total","Total","Total","4..bed",0
"4033","LA08","All Phases","market.housing","Total","Total","Total","Total","1.bed",0.9583
"4034","LA08","All Phases","market.housing","Total","Total","Total","Total","2.bed",1.093
"4035","LA08","All Phases","market.housing","Total","Total","Total","Total","3.bed",0.7568
"4036","LA08","All Phases","market.housing","Total","Total","Total","Total","4..bed",0.3182
"4037","LA08","All Phases","affordable.housing","Total","Total","Total","Total","1.bed",0.4861
"4038","LA08","All Phases","affordable.housing","Total","Total","Total","Total","2.bed",1.2727
"4039","LA08","All Phases","affordable.housing","Total","Total","Total","Total","3.bed",2.05
"4040","LA08","All Phases","affordable.housing","Total","Total","Total","Total","4..bed",2.8
"4041","LA08","AP","market.housing","Total","Total","Total","Total","1.bed",0
"4042","LA08","AP","market.housing","Total","Total","Total","Total","2.bed",0
"4043","LA08","AP","market.housing","Total","Total","Total","Total","3.bed",0
"4044","LA08","AP","market.housing","Total","Total","Total","Total","4..bed",0
"4045","LA08","AP","affordable.housing","Total","Total","Total","Total","1.bed",0
"4046","LA08","AP","affordable.housing","Total","Total","Total","Total","2.bed",0
"4047","LA08","AP","affordable.housing","Total","Total","Total","Total","3.bed",0.05
"4048","LA08","AP","affordable.housing","Total","Total","Total","Total","4..bed",0
"4049","LA08","EY","market.housing","Total","Total","Total","Total","1.bed",0.4583
"4050","LA08","EY","market.housing","Total","Total","Total","Total","2.bed",0.3023
"4051","LA08","EY","market.housing","Total","Total","Total","Total","3.bed",0.2162
"4052","LA08","EY","market.housing","Total","Total","Total","Total","4..bed",0.0682
"4053","LA08","EY","affordable.housing","Total","Total","Total","Total","1.bed",0.1528
"4054","LA08","EY","affordable.housing","Total","Total","Total","Total","2.bed",0.6061
"4055","LA08","EY","affordable.housing","Total","Total","Total","Total","3.bed",0.8
"4056","LA08","EY","affordable.housing","Total","Total","Total","Total","4..bed",0.65
"4057","LA08","FE","market.housing","Total","Total","Total","Total","1.bed",0.125
"4058","LA08","FE","market.housing","Total","Total","Total","Total","2.bed",0.1628
"4059","LA08","FE","market.housing","Total","Total","Total","Total","3.bed",0.027
"4060","LA08","FE","market.housing","Total","Total","Total","Total","4..bed",0
"4061","LA08","FE","affordable.housing","Total","Total","Total","Total","1.bed",0.0833
"4062","LA08","FE","affordable.housing","Total","Total","Total","Total","2.bed",0.0455
"4063","LA08","FE","affordable.housing","Total","Total","Total","Total","3.bed",0.1
"4064","LA08","FE","affordable.housing","Total","Total","Total","Total","4..bed",0.2
"4065","LA08","MAINSTREAM","market.housing","Total","Total","Total","Total","1.bed",0.9583
"4066","LA08","MAINSTREAM","market.housing","Total","Total","Total","Total","2.bed",1.093
"4067","LA08","MAINSTREAM","market.housing","Total","Total","Total","Total","3.bed",0.7297
"4068","LA08","MAINSTREAM","market.housing","Total","Total","Total","Total","4..bed",0.2955
"4069","LA08","MAINSTREAM","affordable.housing","Total","Total","Total","Total","1.bed",0.4861
"4070","LA08","MAINSTREAM","affordable.housing","Total","Total","Total","Total","2.bed",1.2576
"4071","LA08","MAINSTREAM","affordable.housing","Total","Total","Total","Total","3.bed",2
"4072","LA08","MAINSTREAM","affordable.housing","Total","Total","Total","Total","4..bed",2.55
"4073","LA08","PRU","market.housing","Total","Total","Total","Total","1.bed",0
"4074","LA08","PRU","market.housing","Total","Total","Total","Total","2.bed",0
"4075","LA08","PRU","market.housing","Total","Total","Total","Total","3.bed",0
"4076","LA08","PRU","market.housing","Total","Total","Total","Total","4..bed",0
"4077","LA08","PRU","affordable.housing","Total","Total","Total","Total","1.bed",0
"4078","LA08","PRU","affordable.housing","Total","Total","Total","Total","2.bed",0
"4079","LA08","PRU","affordable.housing","Total","Total","Total","Total","3.bed",0
"4080","LA08","PRU","affordable.housing","Total","Total","Total","Total","4..bed",0
"4081","LA08","PS","market.housing","Total","Total","Total","Total","1.bed",0.25
"4082","LA08","PS","market.housing","Total","Total","Total","Total","2.bed",0.3256
"4083","LA08","PS","market.housing","Total","Total","Total","Total","3.bed",0.1892
"4084","LA08","PS","market.housing","Total","Total","Total","Total","4..bed",0.0909
"4085","LA08","PS","affordable.housing","Total","Total","Total","Total","1.bed",0.1667
"4086","LA08","PS","affordable.housing","Total","Total","Total","Total","2.bed",0.4697
"4087","LA08","PS","affordable.housing","Total","Total","Total","Total","3.bed",0.75
"4088","LA08","PS","affordable.housing","Total","Total","Total","Total","4..bed",1.2
"4089","LA08","SEN","market.housing","Total","Total","Total","Total","1.bed",0
"4090","LA08","SEN","market.housing","Total","Total","Total","Total","2.bed",0
"4091","LA08","SEN","market.housing","Total","Total","Total","Total","3.bed",0.027
"4092","LA08","SEN","market.housing","Total","Total","Total","Total","4..bed",0.0227
"4093","LA08","SEN","affordable.housing","Total","Total","Total","Total","1.bed",0
"4094","LA08","SEN","affordable.housing","Total","Total","Total","Total","2.bed",0.0152
"4095","LA08","SEN","affordable.housing","Total","Total","Total","Total","3.bed",0.05
"4096","LA08","SEN","affordable.housing","Total","Total","Total","Total","4..bed",0.25
"4097","LA08","SS","market.housing","Total","Total","Total","Total","1.bed",0.125
"4098","LA08","SS","market.housing","Total","Total","Total","Total","2.bed",0.3023
"4099","LA08","SS","market.housing","Total","Total","Total","Total","3.bed",0.3243
"4100","LA08","SS","market.housing","Total","Total","Total","Total","4..bed",0.1591
"4101","LA08","SS","affordable.housing","Total","Total","Total","Total","1.bed",0.0833
"4102","LA08","SS","affordable.housing","Total","Total","Total","Total","2.bed",0.1515
"4103","LA08","SS","affordable.housing","Total","Total","Total","Total","3.bed",0.35
"4104","LA08","SS","affordable.housing","Total","Total","Total","Total","4..bed",0.75
"4105","LA09","All Phases","market.housing","Total","Total","Total","Total","1.bed",0.225
"4106","LA09","All Phases","market.housing","Total","Total","Total","Total","2.bed",0.537
"4107","LA09","All Phases","market.housing","Total","Total","Total","Total","3.bed",0.8919
"4108","LA09","All Phases","market.housing","Total","Total","Total","Total","4..bed",1.5116
"4109","LA09","All Phases","affordable.housing","Total","Total","Total","Total","1.bed",0.8571
"4110","LA09","All Phases","affordable.housing","Total","Total","Total","Total","2.bed",1.6324
"4111","LA09","All Phases","affordable.housing","Total","Total","Total","Total","3.bed",3.4681
"4112","LA09","All Phases","affordable.housing","Total","Total","Total","Total","4..bed",4.5
"4113","LA09","AP","market.housing","Total","Total","Total","Total","1.bed",0
"4114","LA09","AP","market.housing","Total","Total","Total","Total","2.bed",0
"4115","LA09","AP","market.housing","Total","Total","Total","Total","3.bed",0
"4116","LA09","AP","market.housing","Total","Total","Total","Total","4..bed",0
"4117","LA09","AP","affordable.housing","Total","Total","Total","Total","1.bed",0
"4118","LA09","AP","affordable.housing","Total","Total","Total","Total","2.bed",0.0147
"4119","LA09","AP","affordable.housing","Total","Total","Total","Total","3.bed",0
"4120","LA09","AP","affordable.housing","Total","Total","Total","Total","4..bed",0
"4121","LA09","EY","market.housing","Total","Total","Total","Total","1.bed",0.05
"4122","LA09","EY","market.housing","Total","Total","Total","Total","2.bed",0.2963
"4123","LA09","EY","market.housing","Total","Total","Total","Total","3.bed",0.4865
"4124","LA09","EY","market.housing","Total","Total","Total","Total","4..bed",0.6279
"4125","LA09","EY","affordable.housing","Total","Total","Total","Total","1.bed",0.4524
"4126","LA09","EY","affordable.housing","Total","Total","Total","Total","2.bed",0.5441
"4127","LA09","EY","affordable.housing","Total","Total","Total","Total","3.bed",1
"4128","LA09","EY","affordable.housing","Total","Total","Total","Total","4..bed",0.5
"4129","LA09","FE","market.housing","Total","Total","Total","Total","1.bed",0.025
"4130","LA09","FE","market.housing","Total","Total","Total","Total","2.bed",0.0185
"4131","LA09","FE","market.housing","Total","Total","Total","Total","3.bed",0.0541
"4132","LA09","FE","market.housing","Total","Total","Total","Total","4..bed",0.1395
"4133","LA09","FE","affordable.housing","Total","Total","Total","Total","1.bed",0.0476
"4134","LA09","FE","affordable.housing","Total","Total","Total","Total","2.bed",0.0588
"4135","LA09","FE","affordable.housing","Total","Total","Total","Total","3.bed",0.2553
"4136","LA09","FE","affordable.housing","Total","Total","Total","Total","4..bed",0
"4137","LA09","MAINSTREAM","market.housing","Total","Total","Total","Total","1.bed",0.225
"4138","LA09","MAINSTREAM","market.housing","Total","Total","Total","Total","2.bed",0.537
"4139","LA09","MAINSTREAM","market.housing","Total","Total","Total","Total","3.bed",0.8919
"4140","LA09","MAINSTREAM","market.housing","Total","Total","Total","Total","4..bed",1.5116
"4141","LA09","MAINSTREAM","affordable.housing","Total","Total","Total","Total","1.bed",0.8571
"4142","LA09","MAINSTREAM","affordable.housing","Total","Total","Total","Total","2.bed",1.5882
"4143","LA09","MAINSTREAM","affordable.housing","Total","Total","Total","Total","3.bed",3.2979
"4144","LA09","MAINSTREAM","affordable.housing","Total","Total","Total","Total","4..bed",4
"4145","LA09","PRU","market.housing","Total","Total","Total","Total","1.bed",0
"4146","LA09","PRU","market.housing","Total","Total","Total","Total","2.bed",0
"4147","LA09","PRU","market.housing","Total","Total","Total","Total","3.bed",0
"4148","LA09","PRU","market.housing","Total","Total","Total","Total","4..bed",0
"4149","LA09","PRU","affordable.housing","Total","Total","Total","Total","1.bed",0
"4150","LA09","PRU","affordable.housing","Total","Total","Total","Total","2.bed",0.0147
"4151","LA09","PRU","affordable.housing","Total","Total","Total","Total","3.bed",0.0638
"4152","LA09","PRU","affordable.housing","Total","Total","Total","Total","4..bed",0
"4153","LA09","PS","market.housing","Total","Total","Total","Total","1.bed",0.1375
"4154","LA09","PS","market.housing","Total","Total","Total","Total","2.bed",0.1481
"4155","LA09","PS","market.housing","Total","Total","Total","Total","3.bed",0.2027
"4156","LA09","PS","market.housing","Total","Total","Total","Total","4..bed",0.5581
"4157","LA09","PS","affordable.housing","Total","Total","Total","Total","1.bed",0.3333
"4158","LA09","PS","affordable.housing","Total","Total","Total","Total","2.bed",0.6618
"4159","LA09","PS","affordable.housing","Total","Total","Total","Total","3.bed",1.5106
"4160","LA09","PS","affordable.housing","Total","Total","Total","Total","4..bed",2.5
"4161","LA09","SEN","market.housing","Total","Total","Total","Total","1.bed",0
"4162","LA09","SEN","market.housing","Total","Total","Total","Total","2.bed",0
"4163","LA09","SEN","market.housing","Total","Total","Total","Total","3.bed",0
"4164","LA09","SEN","market.housing","Total","Total","Total","Total","4..bed",0
"4165","LA09","SEN","affordable.housing","Total","Total","Total","Total","1.bed",0
"4166","LA09","SEN","affordable.housing","Total","Total","Total","Total","2.bed",0.0441
"4167","LA09","SEN","affordable.housing","Total","Total","Total","Total","3.bed",0.1702
